Date,Rainfall_mm,River_Level_m,Temperature_C,Humidity_pct
2020-01-14,0.72,1.869,23.65,72.76
2020-01-15,1.49,2.031,23.47,70.42
2020-01-16,2.35,1.854,22.32,69.53
2020-01-17,0.0,1.537,22.55,73.09
2020-01-18,4.69,1.867,22.94,68.79
2020-01-19,6.54,2.003,23.57,74.68
2020-01-20,4.7,2.777,23.81,71.09
2020-01-21,2.18,2.74,23.77,66.35
2020-01-22,2.02,2.785,23.89,71.67
2020-01-23,0.8,2.7935,25.97,73.17
2020-01-24,6.56,2.802,25.01,75.31
2020-01-25,6.52,3.413,25.43,75.28
2020-01-26,4.77,3.41,24.78,70.4
2020-01-27,3.13,3.4,24.47,74.94
2020-01-28,8.47,3.141,24.88,73.27
2020-01-29,0.0,3.774,24.77,74.09
2020-01-30,0.79,3.573,25.43,72.47
2020-01-31,1.79,3.642,23.71,75.61
2020-02-01,6.44,3.3,25.49,85.45
2020-02-02,2.01,3.255,25.0,81.9
2020-02-03,1.74,3.056,23.1,73.62
2020-02-04,1.1,2.888,25.06,77.09
2020-02-05,0.67,2.266,23.74,76.23
2020-02-06,0.43,2.41,24.58,77.87
2020-02-07,4.06,2.323,25.02,80.46
2020-02-08,2.17,2.509,23.74,77.58
2020-02-09,1.53,2.214,25.25,76.1
2020-02-10,0.95,2.215,25.44,81.96
2020-02-11,0.54,2.216,26.19,75.04
2020-02-12,1.87,2.003,25.04,79.56
2020-02-13,1.5,2.136,25.83,74.77
2020-02-14,0.0,2.205,25.52,76.39
2020-02-15,1.55,1.95,25.26,81.94
2020-02-16,8.45,1.869,24.06,77.9
2020-02-17,1.14,2.384,25.68,74.54
2020-02-18,1.17,2.549,26.59,78.22
2020-02-19,0.0,2.134,24.97,78.12
2020-02-20,2.2,2.429,25.74,77.03
2020-02-21,0.49,2.453,25.94,82.68
2020-02-22,0.0,2.216,27.16,76.59
2020-02-23,0.96,2.369,26.14,79.67
2020-02-24,1.01,1.783,26.44,82.02
2020-02-25,0.0,1.723,26.19,80.78
2020-02-26,0.65,1.417,25.76,80.78
2020-02-27,10.93,1.693,25.16,80.01
2020-02-28,47.42,2.424,26.05,78.69
2020-02-29,4.15,6.02,26.77,80.61
2020-03-01,2.32,6.454,26.54,84.65
2020-03-02,15.46,7.108499999999999,27.94,81.54
2020-03-03,18.52,7.763,27.44,83.49
2020-03-04,15.77,9.125,27.78,86.49
2020-03-05,4.97,10.308,24.54,85.08
2020-03-06,13.45,8.6725,28.18,79.59
2020-03-07,28.95,7.037,26.9,84.89
2020-03-08,2.39,9.141,27.08,86.82
2020-03-09,14.74,9.197,27.6,82.05
2020-03-10,13.08,9.19,26.75,79.16
2020-03-11,12.5,8.693,25.68,82.7
2020-03-12,2.38,8.263,28.23,84.69
2020-03-13,7.99,8.334,26.04,86.0
2020-03-14,4.3,7.906,25.84,82.75
2020-03-15,10.55,5.802,26.62,78.29
2020-03-16,36.12,6.368,26.48,80.65
2020-03-17,1.47,8.1,26.89,85.64
2020-03-18,23.55,7.204,26.81,90.6
2020-03-19,22.67,8.137,28.27,84.62
2020-03-20,5.37,9.702,27.4,88.69
2020-03-21,0.62,9.437,26.09,81.63
2020-03-22,17.46,9.33,26.24,82.9
2020-03-23,0.0,9.807,26.58,77.86
2020-03-24,3.43,6.786,26.6,86.03
2020-03-25,0.0,7.077,26.47,82.27
2020-03-26,28.37,5.18,25.89,86.77
2020-03-27,0.31,5.548,27.29,83.48
2020-03-28,9.97,5.335,26.54,91.06
2020-03-29,3.4,5.977,26.05,90.38
2020-03-30,1.52,4.817,27.49,78.09
2020-03-31,3.49,4.952,27.85,86.76
2020-04-01,5.25,5.009,26.75,82.75
2020-04-02,3.98,5.378,28.77,86.9
2020-04-03,14.08,3.426,29.2,80.9
2020-04-04,5.42,4.642,27.47,89.23
2020-04-05,8.93,4.029,26.5,87.96
2020-04-06,17.2,4.488,27.22,80.58
2020-04-07,8.2,5.946,25.72,84.23
2020-04-08,5.29,6.486,26.06,85.21
2020-04-09,2.33,6.336,25.23,86.82
2020-04-10,24.32,6.302,26.27,84.56
2020-04-11,12.76,6.892,25.65,86.88
2020-04-12,16.08,7.459,27.48,84.23
2020-04-13,8.36,8.14,26.09,86.19
2020-04-14,24.85,7.483,27.09,80.17
2020-04-15,19.02,8.588,27.54,84.1
2020-04-16,6.16,9.796,27.94,87.52
2020-04-17,9.88,10.121,26.39,88.2
2020-04-18,16.36,8.901,27.02,84.37
2020-04-19,2.37,9.201,27.03,83.44
2020-04-20,19.6,8.244,27.93,87.72
2020-04-21,9.77,9.106,27.41,83.18
2020-04-22,5.49,7.933,27.89,86.79
2020-04-23,4.64,6.804,24.89,82.89
2020-04-24,14.91,6.561,25.85,83.19
2020-04-25,9.72,7.094,27.51,79.6
2020-04-26,13.65,6.425,27.02,79.01
2020-04-27,74.95,7.391,26.28,85.53
2020-04-28,18.82,11.747,25.88,87.6
2020-04-29,6.15,12.513,27.1,82.58
2020-04-30,0.35,12.636,24.29,81.59
2020-05-01,4.8,12.0115,27.02,84.97
2020-05-02,27.52,11.387,26.27,82.73
2020-05-03,4.79,13.013,25.64,74.33
2020-05-04,3.34,12.178,26.59,84.31
2020-05-05,13.37,6.409,25.65,77.12
2020-05-06,18.83,5.917,26.01,80.89
2020-05-07,0.88,6.853,25.88,79.39
2020-05-08,0.0,7.06,26.62,78.58
2020-05-09,9.47,6.561,25.98,80.42
2020-05-10,2.16,5.326,23.85,82.73
2020-05-11,6.92,5.047,24.31,79.92
2020-05-12,12.0,5.486,24.56,83.82
2020-05-13,13.5,5.243,26.04,83.96
2020-05-14,14.69,4.722,26.08,83.69
2020-05-15,13.38,5.711,27.14,78.7
2020-05-16,5.95,7.05,24.39,77.18
2020-05-17,2.48,6.558,26.65,78.26
2020-05-18,2.99,6.673,23.34,81.48
2020-05-19,7.6,6.567,25.23,81.04
2020-05-20,14.75,6.108,25.39,69.79
2020-05-21,4.7,6.186,25.32,78.22
2020-05-22,14.88,5.442,24.7,69.93
2020-05-23,15.46,5.559,25.06,76.7
2020-05-24,1.15,6.387,23.63,74.89
2020-05-25,1.32,6.062,25.66,73.68
2020-05-26,26.32,5.951,24.98,78.45
2020-05-27,3.38,7.394,25.02,73.67
2020-05-28,1.83,6.574,24.3,75.29
2020-05-29,1.25,6.334,24.18,72.23
2020-05-30,0.72,5.081,24.96,74.95
2020-05-31,4.16,4.012,25.95,77.3
2020-06-01,0.46,4.462,22.89,71.48
2020-06-02,2.32,4.274,22.76,75.73
2020-06-03,0.0,2.401,24.39,73.67
2020-06-04,2.97,2.047,23.71,73.33
2020-06-05,0.81,1.962,24.09,71.82
2020-06-06,0.0,2.102,23.86,74.87
2020-06-07,3.57,2.162,24.43,74.25
2020-06-08,1.4,1.892,23.44,71.51
2020-06-09,3.45,2.16,22.44,72.2
2020-06-10,4.5,2.006,22.78,73.49
2020-06-11,5.2,2.538,23.32,72.56
2020-06-12,0.56,2.769,22.15,69.68
2020-06-13,2.81,2.663,23.28,73.77
2020-06-14,2.54,3.166,23.3,72.53
2020-06-15,0.0,2.787,22.79,75.94
2020-06-16,4.58,2.667,23.28,64.56
2020-06-17,1.53,2.836,21.37,71.04
2020-06-18,5.9,2.502,21.95,72.05
2020-06-19,3.35,2.489,21.67,71.27
2020-06-20,0.43,2.747,23.61,67.16
2020-06-21,0.88,2.742,24.95,63.49
2020-06-22,0.88,2.503,21.68,71.85
2020-06-23,0.51,2.774,22.24,65.45
2020-06-24,0.0,2.234,21.69,65.66
2020-06-25,2.33,2.227,22.52,72.4
2020-06-26,0.9,1.921,21.61,62.04
2020-06-27,2.28,1.629,22.41,67.97
2020-06-28,5.4,1.735,22.71,62.91
2020-06-29,2.91,2.011,20.73,62.5
2020-06-30,0.0,2.402,22.14,64.99
2020-07-01,1.38,2.3295000000000003,19.99,66.17
2020-07-02,1.76,2.257,21.44,66.65
2020-07-03,5.88,2.333,21.29,66.7
2020-07-04,3.36,2.702,21.3,60.99
2020-07-05,1.67,2.91,21.13,59.34
2020-07-06,0.0,2.524,20.86,61.4
2020-07-07,3.11,2.456,21.01,63.13
2020-07-08,5.91,2.534,21.42,61.13
2020-07-09,0.0,2.812,21.37,50.51
2020-07-10,1.17,2.748,21.13,55.59
2020-07-11,1.39,2.382,20.36,60.01
2020-07-12,5.08,2.313,21.93,62.96
2020-07-13,0.0,2.495,22.29,57.35
2020-07-14,0.74,2.577,19.39,61.93
2020-07-15,6.11,2.264,20.76,54.91
2020-07-16,3.92,2.33,20.05,59.83
2020-07-17,2.04,2.594,21.36,59.53
2020-07-18,0.77,2.658,20.34,59.82
2020-07-19,3.63,2.82,20.33,55.06
2020-07-20,0.0,2.505,20.69,53.12
2020-07-21,4.34,2.542,19.81,59.62
2020-07-22,2.83,2.969,21.71,52.55
2020-07-23,0.61,2.677,20.46,54.5
2020-07-24,2.17,2.502,20.81,60.68
2020-07-25,7.31,2.396,19.58,56.7
2020-07-26,0.0,2.811,19.6,56.99
2020-07-27,6.11,2.787,20.46,57.45
2020-07-28,0.95,3.128,20.28,57.04
2020-07-29,2.28,2.783,18.25,54.91
2020-07-30,4.79,2.76,19.55,51.97
2020-07-31,0.0,3.107,19.82,62.44
2020-08-01,5.52,2.892,19.14,53.22
2020-08-02,0.0,2.634,19.58,54.8
2020-08-03,1.11,2.935,19.04,54.84
2020-08-04,0.0,2.37,16.81,51.65
2020-08-05,0.13,2.314,17.68,51.69
2020-08-06,1.53,2.332,19.9,57.16
2020-08-07,1.36,1.795,18.61,50.21
2020-08-08,0.96,2.038,18.98,53.4
2020-08-09,3.35,1.528,18.72,54.58
2020-08-10,1.01,1.907,17.83,51.0
2020-08-11,0.5,1.9465,18.13,51.1
2020-08-12,9.12,1.986,18.86,54.01
2020-08-13,1.53,2.747,18.9,50.48
2020-08-14,0.15,2.568,20.6,44.41
2020-08-15,2.92,2.671,17.87,54.92
2020-08-16,2.56,2.835,19.96,47.25
2020-08-17,0.15,2.598,17.38,50.59
2020-08-18,1.08,2.554,18.67,45.77
2020-08-19,4.03,2.551,18.3,47.97
2020-08-20,7.13,2.163,17.95,47.98
2020-08-21,1.52,2.521,18.01,49.6
2020-08-22,0.0,2.829,17.34,46.24
2020-08-23,2.3,2.313,18.82,54.62
2020-08-24,4.21,2.427,17.03,48.55
2020-08-25,2.76,2.817,18.14,50.92
2020-08-26,4.79,3.086,18.53,48.07
2020-08-27,2.22,2.962,19.11,50.91
2020-08-28,4.3,2.667,18.66,41.44
2020-08-29,0.0,2.838,18.21,45.45
2020-08-30,1.13,2.941,16.96,45.83
2020-08-31,2.02,2.79,16.77,45.65
2020-09-01,0.0,2.661,16.38,48.64
2020-09-02,0.0,2.302,16.25,48.69
2020-09-03,0.0,1.872,17.45,46.57
2020-09-04,0.0,1.833,16.68,46.5
2020-09-05,0.57,1.403,18.58,53.84
2020-09-06,5.41,1.501,16.77,47.36
2020-09-07,0.0,1.872,17.41,40.0
2020-09-08,1.32,1.803,17.02,48.46
2020-09-09,0.94,1.863,15.85,47.71
2020-09-10,1.31,1.791,18.32,49.4
2020-09-11,5.91,1.849,17.9,47.62
2020-09-12,0.79,2.608,17.99,43.02
2020-09-13,0.68,2.296,17.76,48.31
2020-09-14,0.0,2.031,16.38,45.86
2020-09-15,3.18,2.21,16.38,48.62
2020-09-16,1.28,2.389,17.55,50.05
2020-09-17,1.31,2.233,18.63,44.98
2020-09-18,0.0,2.255,17.46,47.91
2020-09-19,0.0,1.692,18.04,48.33
2020-09-20,3.38,1.729,16.52,45.65
2020-09-21,0.0,1.817,18.13,51.01
2020-09-22,3.5,1.857,16.61,48.23
2020-09-23,0.0,2.034,17.26,43.31
2020-09-24,2.42,1.812,16.64,45.82
2020-09-25,10.11,2.036,17.89,47.6
2020-09-26,6.44,2.737,17.91,50.77
2020-09-27,5.41,3.131,15.52,46.86
2020-09-28,2.39,3.547,18.33,45.87
2020-09-29,2.11,3.49,19.38,48.8
2020-09-30,6.44,3.45,16.65,44.36
2020-10-01,64.39,4.006,16.88,42.06
2020-10-02,2.33,9.084,18.25,47.16
2020-10-03,8.59,8.308,17.09,43.95
2020-10-04,8.95,8.44,17.02,53.26
2020-10-05,15.78,8.832,18.94,45.91
2020-10-06,4.59,9.866,15.7,47.33
2020-10-07,14.45,10.039,16.27,43.37
2020-10-08,27.07,10.748,17.5,49.1
2020-10-09,2.48,7.62,15.47,45.29
2020-10-10,1.24,7.581,16.74,45.07
2020-10-11,13.64,7.379,16.75,45.22
2020-10-12,2.01,7.55,18.11,41.72
2020-10-13,3.78,6.456,17.86,44.93
2020-10-14,8.79,6.295,15.51,47.42
2020-10-15,18.41,6.011,16.53,41.24
2020-10-16,5.87,5.175,16.55,49.04
2020-10-17,12.28,5.221,17.06,45.28
2020-10-18,0.38,6.326,16.2,46.94
2020-10-19,0.26,5.293,17.78,40.0
2020-10-20,13.55,5.165,16.67,47.12
2020-10-21,1.69,5.943,17.98,43.45
2020-10-22,7.49,5.331,17.43,45.66
2020-10-23,12.46,4.447,16.49,42.16
2020-10-24,6.68,5.019,18.89,44.36
2020-10-25,2.46,4.436,18.96,46.67
2020-10-26,2.83,4.571,17.87,46.5
2020-10-27,2.77,4.983,17.38,50.14
2020-10-28,17.95,4.122,16.61,42.05
2020-10-29,3.64,5.499,18.78,47.67
2020-10-30,0.0,5.078,18.57,47.71
2020-10-31,9.73,3.987,16.98,46.81
2020-11-01,10.78,4.156,17.16,45.64
2020-11-02,18.26,4.927,18.35,51.88
2020-11-03,3.86,6.293,16.77,54.91
2020-11-04,1.2,6.482,17.37,43.83
2020-11-05,17.57,5.003,17.0,46.41
2020-11-06,12.3,5.991,17.09,46.38
2020-11-07,2.23,7.008,17.43,48.77
2020-11-08,2.77,6.411,19.11,53.6
2020-11-09,5.48,5.815,16.51,51.64
2020-11-10,1.24,4.945,18.76,49.83
2020-11-11,1.64,4.743,18.64,50.58
2020-11-12,0.36,4.641,19.41,49.81
2020-11-13,2.82,3.3,18.76,53.23
2020-11-14,13.71,2.443,18.19,53.84
2020-11-15,12.02,3.271,17.81,53.29
2020-11-16,32.47,4.36,19.68,45.18
2020-11-17,37.57,6.109,19.25,52.07
2020-11-18,24.94,9.064,18.33,51.73
2020-11-19,5.18,11.291,19.8,55.53
2020-11-20,24.92,12.221499999999999,18.51,53.55
2020-11-21,9.22,13.152,19.03,54.78
2020-11-22,2.14,12.974,18.49,51.9
2020-11-23,1.47,12.193,19.7,56.48
2020-11-24,0.47,9.502,18.24,57.65
2020-11-25,26.13,6.614,19.01,49.36
2020-11-26,6.35,6.85,18.73,50.64
2020-11-27,0.3,5.8825,19.72,57.11
2020-11-28,2.34,4.915,19.92,54.61
2020-11-29,15.34,4.478,18.5,58.51
2020-11-30,13.88,5.153,20.09,56.45
2020-12-01,0.67,6.351,18.28,58.11
2020-12-02,18.65,6.427,22.03,54.1
2020-12-03,6.17,5.623,19.4,57.68
2020-12-04,2.2,5.735,21.04,58.0
2020-12-05,21.26,6.044,20.27,55.22
2020-12-06,4.92,7.383,20.39,60.61
2020-12-07,0.41,6.472,19.07,52.24
2020-12-08,1.39,5.655,21.16,58.87
2020-12-09,0.0,5.644,20.44,54.69
2020-12-10,2.13,4.101,20.95,55.83
2020-12-11,2.84,3.775,20.47,62.19
2020-12-12,9.64,3.939,20.77,56.26
2020-12-13,4.0,2.936,19.84,56.47
2020-12-14,3.29,2.897,20.65,61.97
2020-12-15,0.13,2.994,20.47,57.23
2020-12-16,3.48,2.771,20.27,63.95
2020-12-17,2.2,3.0635,21.19,63.17
2020-12-18,1.31,3.356,21.51,59.24
2020-12-19,0.37,3.102,21.48,64.85
2020-12-20,1.29,2.471,21.21,56.44
2020-12-21,4.04,2.132,21.81,64.01
2020-12-22,4.88,2.217,21.73,59.2
2020-12-23,2.23,2.781,21.67,61.71
2020-12-24,0.61,2.476,21.82,62.25
2020-12-25,0.93,2.3185000000000002,22.92,67.81
2020-12-26,1.27,2.161,20.62,62.81
2020-12-27,1.95,2.489,21.6,64.42
2020-12-28,5.06,2.402,22.34,63.69
2020-12-29,2.61,2.569,20.5,62.4
2020-12-30,1.88,2.341,23.55,62.6
2020-12-31,0.59,2.3,22.51,66.96
2021-01-01,1.19,2.331,23.3,66.3
2021-01-02,1.36,2.36,23.55,69.01
2021-01-03,1.69,2.489,22.93,66.34
2021-01-04,0.44,2.502,20.37,66.78
2021-01-05,5.6,2.046,22.83,70.04
2021-01-06,0.24,2.347,22.98,66.97
2021-01-07,1.84,2.174,21.77,64.11
2021-01-08,4.88,2.238,21.15,71.31
2021-01-09,0.0,2.63,23.49,67.07
2021-01-10,0.6,2.244,21.86,69.64
2021-01-11,2.25,2.22,25.25,67.89
2021-01-12,3.28,2.351,23.54,67.19
2021-01-13,0.73,2.217,24.71,64.74
2021-01-14,3.99,2.355,23.47,71.79
2021-01-15,0.0,2.347,24.28,60.92
2021-01-16,0.37,2.118,23.66,75.32
2021-01-17,1.1,2.039,24.69,74.85
2021-01-18,0.0,2.103,21.73,69.35
2021-01-19,6.28,1.978,24.74,77.16
2021-01-20,4.61,2.366,24.6,78.9
2021-01-21,2.63,2.437,23.85,72.21
2021-01-22,0.0,2.391,23.68,74.58
2021-01-23,1.07,2.291,23.86,74.06
2021-01-24,0.0,2.383,24.52,78.51
2021-01-25,4.78,2.258,25.53,70.09
2021-01-26,2.83,2.774,23.86,73.89
2021-01-27,3.09,2.516,22.77,77.63
2021-01-28,2.01,2.421,27.03,77.61
2021-01-29,1.02,2.227,25.29,75.34
2021-01-30,0.16,2.435,24.3,79.94
2021-01-31,1.48,2.323,25.95,76.75
2021-02-01,6.96,2.424,25.77,76.68
2021-02-02,0.97,2.48,25.4,78.71
2021-02-03,6.87,2.471,24.5,76.71
2021-02-04,1.15,2.776,25.71,77.32
2021-02-05,2.14,2.699,26.2,75.08
2021-02-06,2.79,2.818,23.46,86.51
2021-02-07,1.1,3.058,25.47,76.55
2021-02-08,3.89,2.849,25.61,80.42
2021-02-09,2.25,2.691,25.64,84.22
2021-02-10,2.88,2.867,25.48,74.71
2021-02-11,2.86,2.469,26.68,80.82
2021-02-12,0.93,2.729,25.35,79.3
2021-02-13,0.44,2.545,25.62,84.86
2021-02-14,2.35,2.153,25.99,76.98
2021-02-15,3.98,2.532,25.56,77.68
2021-02-16,1.68,2.443,24.41,80.02
2021-02-17,2.55,2.233,26.06,78.91
2021-02-18,0.0,2.358,26.13,79.23
2021-02-19,0.0,2.028,25.59,86.9
2021-02-20,0.0,2.155,25.87,81.41
2021-02-21,1.04,2.041,22.88,78.88
2021-02-22,0.0,1.848,27.32,80.26
2021-02-23,1.87,1.703,27.06,82.84
2021-02-24,2.32,1.683,24.87,82.82
2021-02-25,3.95,1.595,25.57,80.26
2021-02-26,3.58,1.81,27.74,77.29
2021-02-27,6.62,2.137,25.18,82.2
2021-02-28,1.97,2.665,26.86,82.29
2021-03-01,26.16,2.899,25.93,80.74
2021-03-02,28.76,4.75,26.87,86.68
2021-03-03,0.0,7.064,26.55,84.72
2021-03-04,13.16,6.858,26.25,83.54
2021-03-05,13.3,7.724,26.96,82.2
2021-03-06,1.9,8.421,26.11,88.62
2021-03-07,9.69,8.074,24.85,80.09
2021-03-08,8.51,8.585,25.74,82.19
2021-03-09,0.0,7.103,25.65,82.44
2021-03-10,6.33,4.892,25.12,84.81
2021-03-11,2.79,5.509,27.12,86.0
2021-03-12,6.25,4.679,26.61,80.11
2021-03-13,8.64,3.995,27.16,82.17
2021-03-14,64.37,4.491,27.35,85.66
2021-03-15,1.83,8.846,27.61,82.41
2021-03-16,1.41,8.403,27.28,83.28
2021-03-17,42.9,8.543,25.91,85.07
2021-03-18,37.38,11.603,27.49,81.69
2021-03-19,0.82,14.235,27.14,85.52
2021-03-20,3.98,13.849,29.13,86.58
2021-03-21,16.7,13.337,26.96,84.91
2021-03-22,13.35,9.606,27.34,89.12
2021-03-23,2.11,10.537,26.88,87.06
2021-03-24,6.71,10.565,27.03,84.8
2021-03-25,3.48,7.682,26.97,83.98
2021-03-26,8.08,4.985,26.56,90.23
2021-03-27,4.52,5.601,27.17,83.0
2021-03-28,1.47,5.713,27.62,84.18
2021-03-29,2.76,4.151,26.58,83.77
2021-03-30,52.34,3.642,27.84,86.19
2021-03-31,0.0,7.378,27.71,91.76
2021-04-01,4.21,7.043,26.11,85.72
2021-04-02,4.1,7.306,26.03,83.99
2021-04-03,6.62,6.748,27.43,85.5
2021-04-04,5.96,6.938,26.39,80.96
2021-04-05,1.18,7.248,25.92,84.3
2021-04-06,4.0,7.22,28.67,89.93
2021-04-07,16.5,3.322,25.98,86.76
2021-04-08,3.91,4.538,25.41,88.41
2021-04-09,3.24,4.57,26.13,87.7
2021-04-10,51.36,4.401,27.13,82.47
2021-04-11,8.85,8.08,26.95,90.26
2021-04-12,4.69,8.281,28.75,79.11
2021-04-13,17.3,8.618,26.07,85.36
2021-04-14,5.68,9.597,27.05,78.09
2021-04-15,29.82,8.781,27.92,79.03
2021-04-16,1.99,10.876,26.11,86.88
2021-04-17,2.89,10.783,27.45,81.89
2021-04-18,21.77,6.925,24.88,87.59
2021-04-19,18.63,7.914,28.44,77.21
2021-04-20,0.86,8.968,27.65,83.35
2021-04-21,5.26,7.739,25.94,79.84
2021-04-22,5.03,7.68,27.42,82.37
2021-04-23,2.4,5.817,27.87,87.86
2021-04-24,12.15,5.862,25.23,88.44
2021-04-25,2.96,6.351,25.88,84.46
2021-04-26,11.22,5.045,27.79,77.98
2021-04-27,2.77,4.472,26.47,78.98
2021-04-28,14.79,4.409,26.79,82.91
2021-04-29,3.79,5.364,26.39,79.85
2021-04-30,13.05,5.296,27.16,84.06
2021-05-01,36.69,5.963,26.74,86.93
2021-05-02,12.36,7.998,26.29,78.77
2021-05-03,8.36,8.792,24.03,78.84
2021-05-04,3.76,8.602,26.72,77.79
2021-05-05,23.03,8.525,26.76,80.37
2021-05-06,23.8,9.399,24.74,81.08
2021-05-07,25.78,10.681,24.76,80.78
2021-05-08,5.96,12.035,26.39,83.19
2021-05-09,4.1,9.499,26.01,81.46
2021-05-10,8.21,8.721,23.79,79.88
2021-05-11,29.58,8.858,24.88,79.95
2021-05-12,2.88,10.732,25.96,79.85
2021-05-13,17.47,9.236,26.27,79.18
2021-05-14,1.82,8.742,24.94,77.08
2021-05-15,1.88,6.825,25.32,75.26
2021-05-16,11.82,6.391,24.52,79.04
2021-05-17,2.98,7.043,26.66,76.86
2021-05-18,4.15,6.687,25.45,79.68
2021-05-19,16.49,4.567,24.54,78.06
2021-05-20,19.53,5.756,23.99,77.62
2021-05-21,4.58,5.832,23.81,80.26
2021-05-22,7.8,6.214,26.82,72.82
2021-05-23,4.35,6.744,24.77,82.06
2021-05-24,12.57,5.961,24.47,69.92
2021-05-25,21.21,6.85,24.58,80.54
2021-05-26,8.24,8.101,24.1,76.51
2021-05-27,5.1,7.369,24.55,74.04
2021-05-28,1.73,6.265,24.62,70.91
2021-05-29,0.7,6.089,24.52,73.23
2021-05-30,1.09,5.333,23.17,74.23
2021-05-31,1.7,5.314,25.25,75.01
2021-06-01,0.87,4.39,23.73,78.45
2021-06-02,7.26,2.854,23.54,74.03
2021-06-03,0.68,2.737,23.42,74.46
2021-06-04,0.31,2.334,22.99,74.24
2021-06-05,1.12,2.173,24.24,71.89
2021-06-06,0.96,2.395,24.78,71.98
2021-06-07,0.0,2.449,23.09,71.91
2021-06-08,0.61,2.062,21.88,73.79
2021-06-09,0.44,2.179,22.62,68.85
2021-06-10,3.2,1.459,23.12,69.74
2021-06-11,1.74,1.672,22.25,72.0
2021-06-12,1.19,1.807,22.8,67.38
2021-06-13,0.18,1.92,22.77,70.61
2021-06-14,0.5,1.681,23.22,68.3
2021-06-15,1.5,1.984,21.7,71.12
2021-06-16,6.73,1.994,23.65,73.39
2021-06-17,3.95,2.469,24.64,67.3
2021-06-18,0.97,2.434,24.33,70.87
2021-06-19,0.0,2.485,22.23,68.86
2021-06-20,1.65,2.015,23.4,66.76
2021-06-21,3.1,2.468,23.19,67.59
2021-06-22,1.18,2.648,22.51,71.13
2021-06-23,0.8,2.418,22.65,66.38
2021-06-24,1.02,2.173,23.07,70.48
2021-06-25,1.5,1.957,23.18,65.84
2021-06-26,0.94,1.755,21.4,61.62
2021-06-27,3.33,1.897,22.88,65.08
2021-06-28,0.0,2.356,23.71,60.7
2021-06-29,4.13,1.883,22.84,63.87
2021-06-30,1.17,2.235,23.41,63.42
2021-07-01,0.87,2.28,19.2,69.59
2021-07-02,0.72,2.195,22.29,68.62
2021-07-03,0.0,2.195,21.88,63.71
2021-07-04,2.0,1.806,22.55,66.74
2021-07-05,1.68,1.888,20.32,61.57
2021-07-06,6.25,1.738,20.85,58.14
2021-07-07,1.54,2.041,22.17,63.67
2021-07-08,1.89,2.19,20.13,62.83
2021-07-09,7.87,2.26,21.34,58.59
2021-07-10,4.27,2.903,21.0,58.39
2021-07-11,1.17,3.238,20.74,63.55
2021-07-12,14.25,3.7175000000000002,21.42,55.34
2021-07-13,0.0,4.197,19.65,61.73
2021-07-14,0.9,3.712,19.9,58.78
2021-07-15,2.71,3.532,20.46,61.07
2021-07-16,0.0,3.621,19.32,62.03
2021-07-17,1.4,3.06,21.67,56.11
2021-07-18,2.31,2.832,19.55,54.99
2021-07-19,0.43,2.817,21.06,62.49
2021-07-20,1.04,1.928,19.32,57.59
2021-07-21,2.65,1.976,20.82,58.43
2021-07-22,1.93,1.957,18.42,59.86
2021-07-23,4.55,1.96,21.36,53.93
2021-07-24,4.09,2.546,21.01,59.21
2021-07-25,5.55,2.576,19.24,58.11
2021-07-26,0.07,2.859,18.89,60.29
2021-07-27,2.25,2.73,20.1,59.93
2021-07-28,0.98,2.856,18.04,55.46
2021-07-29,1.48,2.905,19.53,57.23
2021-07-30,3.04,2.729,18.61,54.81
2021-07-31,3.72,2.59,19.09,54.82
2021-08-01,2.75,2.568,18.63,50.71
2021-08-02,9.18,2.598,18.4,53.13
2021-08-03,2.24,3.076,20.84,48.14
2021-08-04,4.05,2.988,19.84,52.83
2021-08-05,2.07,3.251,17.51,56.93
2021-08-06,2.32,3.442,18.05,55.03
2021-08-07,3.08,3.164,19.71,52.76
2021-08-08,1.44,3.3,19.76,51.55
2021-08-09,0.42,3.078,17.34,50.28
2021-08-10,7.61,2.264,19.36,48.88
2021-08-11,1.57,2.781,18.86,53.84
2021-08-12,4.52,2.684,16.59,46.53
2021-08-13,5.55,3.016,18.07,46.21
2021-08-14,1.16,3.227,18.28,53.36
2021-08-15,1.39,2.952,18.4,51.03
2021-08-16,2.21,3.075,16.97,50.31
2021-08-17,1.23,3.085,17.47,50.57
2021-08-18,1.64,2.464,17.56,55.75
2021-08-19,2.13,2.618,17.59,49.67
2021-08-20,6.16,2.274,17.55,50.17
2021-08-21,4.11,2.553,17.89,55.25
2021-08-22,5.69,2.79,18.28,48.68
2021-08-23,1.19,2.966,19.69,53.85
2021-08-24,1.65,2.987,18.74,42.15
2021-08-25,0.0,3.019,19.14,44.8
2021-08-26,1.12,2.962,17.29,46.09
2021-08-27,0.31,2.669,16.72,49.67
2021-08-28,2.45,2.386,18.49,53.06
2021-08-29,0.0,2.061,17.63,45.79
2021-08-30,1.45,1.815,18.33,50.33
2021-08-31,0.15,1.865,16.68,53.95
2021-09-01,0.01,1.571,18.17,51.78
2021-09-02,0.91,1.761,17.31,45.72
2021-09-03,0.0,1.465,16.99,49.39
2021-09-04,4.24,1.708,17.05,47.67
2021-09-05,1.31,1.885,17.87,44.54
2021-09-06,9.09,1.88,18.12,47.67
2021-09-07,1.1,2.437,16.95,44.84
2021-09-08,0.0,2.564,17.63,46.52
2021-09-09,2.61,2.472,17.6,41.9
